cui,term,semtype,class
C0005863,Western Blotting,"lbpr,mbrt",clinical
C0063710,Receptors  Interleukin 1,"aapp,gngm,imft,rcpt",biological
C0032002,Pituitary Diseases,dsyn,clinical
C0663906,AIDA protocol,topp,clinical
C1004755,Microbacterium,bact,pathogen
C0445957,Eubacterium callanderi,bact,pathogen
C0043346,Xeroderma Pigmentosum,cgab,clinical
C0036743,Serologic tests,lbpr,clinical
C0742343,Acute Chest Syndrome,dsyn,clinical
C0814128,sustained remission,fndg,clinical
C0021102,Implants,medd,clinical
C1514740,Reactive Plasma Cell,cell,biological
C0315273,Leclercia,bact,pathogen
C0001911,Albendazole,"orch,phsu",biological
C0025023,Mebendazole,"orch,phsu",biological
C0150543,Detoxification procedure,topp,clinical
C2349261,Relapse multiple myeloma,neop,biological
C0021485,Injection of therapeutic agent,topp,clinical
C0060696,fotemustine,"orch,phsu",biological
C3274777,Severely Abnormal Ventricular Ejection Fraction,fndg,clinical
C0855109,Stage IV Burkitt Lymphoma,neop,biological
C0041931,URATE OXIDASE,"aapp,gngm,enzy",biological
C0026192,Minority Groups,"popg,humn",clinical
C0003460,Anuria,dsyn,clinical
C3160876,Allogenic Transfusions,topp,clinical
C0063430,immunosuppressive acidic protein,"aapp,gngm,bacs",biological
C0063717,Interleukin 6 Receptor,"aapp,gngm,imft,rcpt",biological
C0315053,Capnocytophaga gingivalis,bact,pathogen
C0457640,Poor oral hygiene,fndg,clinical
C0427055,Facial Paresis,sosy,clinical
C0042628,Vibrio,bact,pathogen
C0028680,Nursing Assessment,hlca,clinical
C0317479,Eubacterium limosum,bact,pathogen
C0392079,senile,fndg,clinical
C0332853,Anastomosis,acab,clinical
C1704247,Peritoneal Cavity,bsoj,location
C2950548,Presacral space,bsoj,location
C0445275,Secondary procedure,topp,clinical
C0222007,Structure of nail of toe,bpoc,location
C0537670,Oprelvekin,"aapp,gngm,imft,phsu",biological
C0205161,Abnormal,fndg,clinical
C0600521,Radiotherapy  Conformal,topp,clinical
C0146224,Topotecan,"orch,phsu",biological
C0920321,Phase I Clinical Trials,resa,biological
C0014179,Endometritis,dsyn,clinical
C1704221,Physicians  Family,"prog,humn",clinical
C1136170,Virulence Factors,"bacs,hops,orch",biological
C0400634,Bile duct operation,topp,clinical
C0400468,Pylorus sparing Whipple operation,topp,clinical
C0009244,Cognitive Therapy,topp,clinical
C0940824,Additional procedure,hlca,clinical
C1370446,recurrent plasma cell neoplasm,neop,biological
C0182431,Aortic valve prosthesis,medd,clinical
C0018825,Heart Valve Prosthesis,medd,clinical
C0428791,Aortic valve calcification,dsyn,clinical
C1293382,Heart implantation procedure,topp,clinical
C0005874,Blushing,sosy,clinical
C0012933,DNA  Ribosomal,"bacs,nnon",biological
C0010813,Cytokinesis,celf,biological
C0242708,Antirheumatic Drugs  Disease Modifying,phsu,biological
C0299583,leptin,"aapp,gngm,horm",biological
C0419358,Exploration with a probe,diap,clinical
C0001349,Acute Phase Reaction,patf,clinical
C0304925,Albumin Human  USP,"aapp,gngm,phsu",biological
C0013343,Dyes,irda,biological
C0007292,Carrier Proteins,"aapp,gngm,bacs",biological
C1538577,PARP1 gene,"gngm,aapp",biological
C0043552,Zymosan,"bacs,orch",biological
C1428200,TIPARP gene,"gngm,aapp",biological
C0034573,Radiography  Abdominal,diap,clinical
C0006170,Brevibacterium,bact,pathogen
C1879321,Acute Myeloid Leukemia  AML M2 ,neop,biological
C1264821,Capnocytophaga species,bact,pathogen
C0733468,Neupogen,"aapp,gngm,imft,phsu",biological
C0238419,Fournier Gangrene,dsyn,clinical
C0280962,Bone Marrow Suppression,dsyn,clinical
C1007431,Shewanella algae,bact,pathogen
C0038836,Superoxides,elii,biological
C0853602,congenital immunodeficiency,"cgab,dsyn",clinical
C0019360,Herpes zoster disease,dsyn,clinical
C0005774,Blood Chemical Analysis,lbpr,clinical
C1519690,Tumor Specific Peptide,"aapp,gngm",biological
C0599934,Vaccines  Peptide,"imft,phsu",biological
C0206186,Leukoplakia  Hairy,neop,biological
C0887914,Torque teno virus,virs,pathogen
C0164776,clausenamide,"orch,phsu",biological
C1707391,Choose  action ,acty,clinical
C0003402,Antioxidants,phsu,biological
C0052430,artemisinine,"orch,phsu",biological
C0654158,salvianolic acid B,"orch,phsu",biological
C0085682,Hypophosphatemia,dsyn,clinical
C0058702,dopexamine,"orch,phsu",biological
C0683206,adrenergic system,ortf,biological
C2350570,Microvessels,bpoc,location
C0250400,occludin,"aapp,gngm,rcpt",biological
C1256770,Vascular Endothelial Growth Factors,"aapp,gngm,bacs",biological
C3640999,High Grade Astrocytic Tumor,neop,biological
C3548412,astrocyte projection,celc,biological
C0292777,aquaporin 4,"aapp,gngm,bacs",biological
C0341426,Small intestinal infarction,dsyn,clinical
C0013930,Embolism  Tumor,neop,biological
C0024947,Maxilla,bpoc,location
C0521172,Eschar,patf,clinical
C0017968,Glycoproteins,"aapp,gngm,bacs",biological
C0717726,doxorubicin liposome,"antb,orch",biological
C0162714,HIV Protease Inhibitors,phsu,biological
C0069906,P Glycoproteins,"aapp,gngm,bacs",biological
C1413284,CDIPT gene,"gngm,aapp",biological
C4055086,Early Relapse,fndg,clinical
C0344462,Chronic lymphoproliferative disease NOS,neop,biological
C1955289,Herpes virus 8 latent nuclear Ag,"aapp,gngm,imft",biological
C2708700,Immature cells,cell,biological
C1960455,Febrile granulocytopenia,dsyn,clinical
C0683314,personal health,fndg,clinical
C0030827,Penicillin G,"antb,orch",biological
C0439662,Immune,fndg,clinical
C2985546,Antibodies  Monoclonal  Humanized,"aapp,gngm,imft",biological
C0021009,Immunoglobulin Fragments,imft,biological
C0206492,Antibodies  Bispecific,"aapp,gngm,imft,phsu",biological
C0182400,Probes,medd,clinical
C1261478,Viral load measurement,lbpr,clinical
C0314789,Acinetobacter junii,bact,pathogen
C0317743,Moraxella atlantae,bact,pathogen
C0521463,cloacal,blor,location
C1141926,abdominal sepsis,dsyn,clinical
C0424596,Illness  Cannot describe symptoms,fndg,clinical
C3156720,interferon gamma secretion,celf,biological
C4014164,Lymphoproliferation,fndg,clinical
C3714602,Staphylococcal toxic shock syndrome,dsyn,clinical
C0206527,Superantigens,"aapp,gngm,imft",biological
C0029921,Outpatients,"podg,humn",clinical
C0034872,recreational activity,dora,clinical
C0152020,Gastroparesis,dsyn,clinical
C0267952,Fibrosis of pancreas,dsyn,clinical
C1135161,Stage 4S neuroblastoma,neop,biological
C1553145,Vitek,lbpr,clinical
C0002645,Amoxicillin,"antb,orch",biological
C0031955,Piperacillin,"antb,orch",biological
C0007458,Cauda Equina,bpoc,location
C0474781,Color doppler ultrasound,diap,clinical
C0729697,Great vein,bpoc,location
C0239778,Green urine,fndg,clinical
C0522153,Urine color abnormal,fndg,clinical
C0037805,Spectrophotometry,lbpr,clinical
C0441088,Gene probe,medd,clinical
C0746102,Chronic lung disease,dsyn,clinical
C0005957,Bone Marrow Examination,lbpr,clinical
C0025295,Meningitis  Pneumococcal,dsyn,clinical
C0003962,Ascites,fndg,clinical
C0007841,Ceruloplasmin,"aapp,gngm,enzy",biological
C1831742,nonmyeloablative allogeneic hematopoietic stem cell transplantation,topp,clinical
C3839701,Pediatric clinic,"hcro,mnob",clinical
C0023269,leiomyosarcoma,neop,biological
C0333398,Chronic abscess,patf,clinical
C0001168,Complete obstruction,acab,clinical
C0034809,Glucocorticoid Receptor,"aapp,gngm,rcpt",biological
C1149475,hormone activity,moft,biological
C0701303,R 38486,"orch,phsu",biological
C3889687,Clinical Observation,hlca,clinical
C0028833,Octreotide,"aapp,gngm,horm,phsu",biological
C3263723,Traumatic injury,inpo,biological
C0015631,Far East,geoa,location
C0949920,Norovirus,virs,pathogen
C4314885,Clinically asymptomatic,fndg,clinical
C0042164,Uveitis,dsyn,clinical
C0009568,Transplanted Organ Complication,patf,clinical
C0227423,Transition zone of anal mucous membrane,bpoc,location
C0015505,Factor VIIa,"aapp,gngm,enzy,phsu",biological
C0076835,torbafylline,"orch,phsu",biological
C1819464,tumor necrosis factor production,orgf,biological
C0122693,HWA 448,orch,biological
C0246694,MG 132,"aapp,gngm",biological
C0206180,Ki 1  Anaplastic Large Cell Lymphoma,neop,biological
C0013806,Electroconvulsive Therapy,topp,clinical
C0341271,Drug induced enteritis,dsyn,clinical
C0027019,Myelomonocytic leukemia,neop,biological
C0038420,Streptomyces,bact,pathogen
C0003234,Anthracycline Antibiotics,"antb,orch",biological
C0796419,Taxanes,orch,biological
C0041348,Tubulin,"aapp,gngm,bacs",biological
C1998827,Respiratory Status,fndg,clinical
C0020758,Congenital ichthyosis,dsyn,clinical
C0158371,Acute osteomyelitis,dsyn,clinical
C4036283,Basic knowledge,fndg,clinical
C0015520,Factor Xa,"aapp,gngm,enzy",biological
C0052098,antistasin,"horm,phsu",biological
C0084791,tick anticoagulant peptide,"aapp,gngm,phsu",biological
C2700041,F10 wt Allele,"gngm,aapp",biological
C1960579,Autologous peripheral blood stem cell transplant,topp,clinical
C0164707,Tissue factor pathway inhibitor,"aapp,gngm,phsu",biological
C0014257,Endothelium,tisu,biological
C0005699,Blast Phase,neop,biological
C0282519,Reverse Transcriptase Inhibitors,phsu,biological
C0034155,Purpura  Thrombotic Thrombocytopenic,dsyn,clinical
C0267771,Retroperitoneal mass,dsyn,clinical
C0032580,Adenomatous Polyposis Coli,neop,biological
C0376620,Pouchitis,dsyn,clinical
C1333690,GPI gene,"gngm,aapp",biological
C0231254,Increased body mass index,fndg,clinical
C0025966,Micrococcus,bact,pathogen
C1012414,Abiotrophia,bact,pathogen
C0747479,periodontal infection,dsyn,clinical
C0008971,Clinical Protocols,topp,clinical
C0746818,neck radiation,topp,clinical
C0018378,Guillain Barre Syndrome,dsyn,clinical
C0521839,Influenza like illness,dsyn,clinical
C0025815,Methylprednisolone,"horm,orch,phsu",biological
C4049595,HLA Complex,"aapp,gngm,imft",biological
C0441130,Single lumen catheter,medd,clinical
C3266128,Nontunneled central venous catheter,medd,clinical
C0055856,Clarithromycin,"antb,orch",biological
C1156814,glutamine metabolism,moft,biological
C1150667,glutamate ammonia ligase activity,moft,biological
C0021665,Insulin Like Growth Factor I,"aapp,gngm,bacs",biological
C0031308,Phagocytosis,celf,biological
C0677936,refractory cancer,neop,biological
C0030234,Palmitic Acid,"bacs,orch",biological
C1334913,NUP98 gene,"gngm,aapp",biological
C1817756,Immune System Processes,ortf,biological
C0085384,Mycoplasma fermentans,bact,pathogen
C0539751,macrophage stimulatory lipopeptide 2,"aapp,gngm",biological
C1513853,NON Mouse,mamm,target
C1838590,Rapidly progressive course,fndg,clinical
C0589627,Morganella morganii meningitis,dsyn,clinical
C0520788,Posttransfusion viral hepatitis,dsyn,clinical
C0033363,Projection Defense Mechanism,menp,clinical
C0501385,Sensory nerve,bpoc,location
C0498085,POST REMOVAL  NOT IN CONJUCTION WITH ENDODONTIC THERAPY ,topp,clinical
C0031557,Phlegmon,patf,clinical
C2350529,Pulmonary Aspergillosis,dsyn,clinical
C4082832,Atrial Premature Complex by ECG Finding,fndg,clinical
C0227952,Foreskin of penis,bpoc,location
C1824188,LINC01554 gene,"gngm,aapp",biological
C0036884,Gonadal Steroid Hormones,"horm,phsu",biological
C0016327,Fluorides,"inch,phsu",biological
C0227613,Right kidney,bpoc,location
C0860675,abdomen scan,diap,clinical
C0228174,Cerebral hemisphere structure  body structure ,bpoc,location
C0412585,CAT scan of brain,diap,clinical
C0228207,RIght parietal lobe structure,bpoc,location
C0346251,Sarcoma of kidney,neop,biological
C0042878,Vitamin K,"orch,vita",biological
C0398625,Protein C Deficiency,dsyn,clinical
C0302837,Vitamin supplementation,phsu,biological
C0522326,tPA PAI complex,"aapp,gngm,bacs,phsu",biological
C0030190,Plasminogen Activator Inhibitor 1,"aapp,gngm,bacs",biological
C0052128,antithrombin III protease complex,"aapp,gngm,enzy",biological
C0060323,Fibrin fragment D,"aapp,gngm,bacs",biological
C0760168,plasmin plasmin inhibitor complex,"aapp,gngm,imft",biological
C0521585,Gastrointestinal mucositis,dsyn,clinical
C0011142,Defense Mechanisms,menp,clinical
C0854621,Human leukocyte interferon therapy,topp,clinical
C3843646,1 2 years,fndg,clinical
C0027423,Nasal cavity,bsoj,location
C4254672,Midface,blor,location
C1699648,Ileal Obstruction,dsyn,clinical
C0003123,Anorexia,dsyn,clinical
C0036866,Sex Characteristics,orga,biological
C1539479,FATE1 gene,"gngm,aapp",biological
C1621574,exchanger,moft,biological
C0178148,Removal of tracheostomy tube,topp,clinical
C4082861,Vascular smooth muscle cell,cell,biological
C1267092,Smooth muscle  tissue ,tisu,biological
C0032284,Pneumonectomy,topp,clinical
C0319975,Penicillium marneffei,fngs,pathogen
C0020966,Cellular Immunity,orgf,biological
C3653380,Purine analogs  antimetabolites antineoplastic,"nnon,phsu",biological
C0193398,Partial hepatectomy,topp,clinical
C0002198,alpha 2 Glucoproteins,"aapp,gngm,bacs",biological
C0039286,Tamoxifen,"orch,phsu",biological
C1334281,Infiltrating Bladder Urothelial Carcinoma,neop,biological
C1184808,Plexus,bpoc,location
C1428758,FAM53B gene,"gngm,aapp",biological
C1825673,KIAA0753 gene,"gngm,aapp",biological
C0392338,Cutaneous Receptive Fields,blor,location
C0025219,Melatonin,"horm,orch,phsu",biological
C0917801,Sleeplessness,sosy,clinical
C1444104,Penicillin resistant Streptococcus pneumoniae,bact,pathogen
C0019186,Hepatitis Viruses,virs,pathogen
C0043219,Woodchucks,mamm,target
C1314780,Elvucitabine,"orch,phsu",biological
C0037290,Skin Pigmentation,ortf,biological
C0376562,Recombinant Granulocyte Colony Stimulating Factor,"aapp,gngm,imft,phsu",biological
C0011441,Dentist,"prog,humn",clinical
C0278883,Metastatic melanoma,neop,biological
C0013720,Ehlers Danlos Syndrome,dsyn,clinical
C0024796,Marfan Syndrome,dsyn,clinical
C0017890,Glycine,"aapp,gngm,bacs,phsu",biological
C0027908,Neurotransmitters,bacs,biological
C1513380,Molecular Analysis,mbrt,biological
C0004002,Aspartate Transaminase,"aapp,gngm,enzy",biological
C0678040,ONYX015,virs,pathogen
C1168401,Squamous cell carcinoma of the head and neck,neop,biological
C0597177,Particle,chvs,biological
C2931822,Nasopharyngeal carcinoma,neop,biological
C3178775,Concurrent Chemoradiotherapy,topp,clinical
C0392209,Nutritional status,fndg,clinical
C0031858,Phytohemagglutinins,"aapp,gngm,imft,irda",biological
C0596620,glucose metabolism,moft,biological
C0314843,Achromobacter piechaudii,bact,pathogen
C0017420,Genitalia,bpoc,location
C0161820,Urinary complication,patf,clinical
C0459977,Urinary reservoir,bpoc,location
C0545892,Ureter and intestine,bpoc,location
C0699900,Catabolism,orgf,biological
C0084913,Ubiquitin Conjugating Enzymes,"aapp,gngm,enzy",biological
C0410282,Muscle cachexia,patf,clinical
C1623036,Protein Degradation  Regulatory,moft,biological
C1520150,Wild Type Mouse,mamm,target
C0005862,Southern blot assay  procedure ,mbrt,biological
C1167408,immunoglobulin complex,celc,biological
C0042682,Vindesine,"orch,phsu",biological
C4304118,Hepatic arterial infusion chemotherapy,topp,clinical
C0003844,Arteriography,diap,clinical
C0444213,Perianal swab,bdsu,biological
C1285573,Genotype determination,lbpr,clinical
C0236865,Relational problem NOS,mobd,clinical
C0024296,Lymphoid Tissue,tisu,biological
C0149640,Cecum Carcinoma,neop,biological
C4307245,Ethanol Injection,clnd,biological
C0024620,Primary Malignant Liver Neoplasm,neop,biological
C0314790,Acinetobacter johnsonii,bact,pathogen
C0021734,Interferon Alfa 2a,"aapp,gngm,imft,phsu",biological
C0153560,Kaposi s sarcoma of skin,neop,biological
C1449699,Tumor Burden,diap,clinical
C0009074,Clotrimazole,"orch,phsu",biological
C0025942,Miconazole,"orch,phsu",biological
C0054259,butoconazole,"orch,phsu",biological
C0076705,tioconazole,"orch,phsu",biological
C0013231,Drugs  Non Prescription,phsu,biological
C0022625,Ketoconazole,"orch,phsu",biological
C0410345,Subacute osteomyelitis,dsyn,clinical
C0001180,Acremonium,fngs,pathogen
C0127527,Menogaril,"antb,orch",biological
C0332575,Redness,fndg,clinical
C0230203,Parietal peritoneum,tisu,biological
C1700928,Endoscopic mucosal resection,topp,clinical
C0318179,Streptococcus salivarius,bact,pathogen
C0483249,Protein C  activated ,"aapp,gngm,enzy",biological
C1290161,Infected bursa,dsyn,clinical
C0001948,Alcohol consumption,inbe,clinical
C0238790,bone destruction,dsyn,clinical
C0600251,Interleukin 1 alpha,"aapp,gngm,bacs",biological
C0163275,Fibrin split products,"aapp,gngm,bacs",biological
C0015982,Fibrin,"aapp,gngm,bacs,phsu",biological
C0019087,Hemorrhagic Disorders,dsyn,clinical
C0025007,Measles,dsyn,clinical
C0014738,Erysipelothrix rhusiopathiae,bact,pathogen
C0032290,Aspiration Pneumonia,dsyn,clinical
C0239134,Productive cough,fndg,clinical
C0008633,Chromosomes,celc,biological
C0238605,South African,"popg,humn",clinical
C0016017,Fibrinolysis,phsf,biological
C1148363,Hepatitis C virus genotype  finding ,fndg,clinical
C0206648,Myofibromatosis,neop,biological
C1290816,Post weaning multisystemic wasting syndrome,dsyn,clinical
C0205234,Focal,spco,location
C0319119,Parvovirus  Porcine,virs,pathogen
C0883317,Porcine parvovirus Ag,"aapp,gngm,imft",biological
C1721016,Porcine Postweaning Multisystemic Wasting Syndrome,dsyn,clinical
C0001347,Acute Phase Proteins,"aapp,gngm,bacs",biological
C0009498,Complement System Proteins,"aapp,gngm,imft",biological
C2709199,Natural killer,cell,biological
C0205132,Linear,spco,location
C0178324,Vascular System Injuries,inpo,biological
C0169614,panipenem betamipron,"antb,orch",biological
C0424767,Continuous fever,fndg,clinical
C0424781,Spiking temperature,fndg,clinical
C4082272,arbekacin,"antb,orch",biological
C0393642,Sepsis Associated Encephalopathy,dsyn,clinical
C0742115,Cerebritis,dsyn,clinical
C1136216,Diffusion Magnetic Resonance Imaging,diap,clinical
C0246584,cefozopran,"antb,orch",biological
C0002845,Androgens  Synthetic,"horm,phsu",biological
C0272118,Warm autoimmune hemolytic anemia,dsyn,clinical
C0432562,Malignant lymphoma of spleen,neop,biological
C0004358,Autoantibodies,"aapp,gngm,imft",biological
C0021885,Intramedullary Nailing,topp,clinical
C4054731,Induction Death,fndg,clinical
C1276413,Therapeutic regimen,topp,clinical
C1257877,Pheochromocytoma  Extra Adrenal,neop,biological
C0520680,Sleep Apnea  Central,dsyn,clinical
C1883514,VAC Regimen  Vincristine Dactinomycin Cyclophosphamide ,topp,clinical
C0227327,Distal part of ileum,blor,location
C0599346,second transplant,topp,clinical
C0521119,Extracellular,celc,biological
C0242705,Fluid Shifts,phsf,biological
